id,garden_id,child_id,food_id,content,is_public,created_at,food_name
0bfe94e8-9540-4fc0-b3d9-b3d32a85ce03,,,87,A child aspirated on a floor mat and noodles and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance and treated. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Noodles
0cbcf91a-a033-4b3d-82ac-33a76de001ba,,,49,A young child (preschool age) choked on a salt tablet and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
0de14792-6ca3-41d1-93c4-5363da74a8d7,,,50,A child (nephew) suddenly had difficulty breathing after eating konjac jelly. Emergency services were called with back blows administered. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Jelly
0e1c5cf5-21b5-483c-b2c9-20b58d9dc3e6,,,43,"In a store, a child suddenly had difficulty breathing after eating a nori roll. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Nori seaweed
15cf4008-6b45-4a92-8ee8-de600cecd9f9,,,6,"In a store, a child (son) suddenly had difficulty breathing after eating pork miso soup. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Pork
19c1cab8-c582-446c-8d51-0f7a8b5c4ce2,,,89,A child (son) choked on a gummy candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
276de3dc-c018-4ba6-a6e7-90d0411ed831,,,49,A child choked on a soft candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
2973220a-6221-470a-9719-f3434a55fd01,,,89,An infant choked on a snack and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Those nearby noticed something was wrong and responded. The object was removed and other treatment given at the receiving hospital.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
2b2e2343-432f-453d-ae53-2182c690186b,,,89,"At a medical facility, an infant choked on an infant snack and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Sweets/snacks
2c6319a3-6554-4d8a-82a1-6b321922beea,,,49,A young child (preschool age) choked on candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
2d63c460-97be-406a-89d2-3f1f61cdcbda,,,89,A young child (preschool age) choked on an infant biscuit and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
30f80ca0-def9-444c-95e4-51ea03564a42,,,89,A child choked on other toys/play equipment and other snacks and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Emergency services (119) were called and the child was transported.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
3519fa1b-7b99-48f3-8f08-1f8a832a7adc,,,49,A child choked on a soft candy and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Emergency services (119) were called and the child was transported.,true,2026-08-06 09:34:51.904111+00,Candy
3529f13c-1de6-4ff1-a6a6-d88291d7ac0f,,,31,"While playing in the play room, an enrolled child suddenly had difficulty breathing after eating roasted soybeans. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed. Emergency services (119) were called and the child was transported.",true,2026-08-06 09:34:51.904111+00,Soybeans
41fdf0e6-dfc9-4ef6-991e-3028fb8ed85b,,,46,"During a meal in the classroom, an enrolled child choked on apple and baby food and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance and became critically ill. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Apple
48b76399-4e5d-47a8-95e7-502cf8667915,,,49,"In a store, a child (grandchild) choked on candy and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Breathing worsened after vomiting. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Candy
494f0b60-b3af-44ae-90c8-2d42ef1fb56e,,,89,A girl choked on hina-arare rice crackers and had difficulty breathing. Emergency services were called with back blows administered; the girl recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
4ac109e7-4198-4107-9714-603b4ad8406a,,,50,"In a store, a child (grandchild) choked on agar jelly and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting.",true,2026-08-06 09:34:51.904111+00,Jelly
4c3f6a53-10d6-439e-a5ad-78edd27f11d1,,,2,A child (daughter) suddenly had difficulty breathing after eating bread. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Bread
4fc47ce6-2201-4d12-bd7d-bffebd9644b3,,,89,An infant choked on an infant biscuit and had difficulty breathing. Emergency services were called with back blows administered; the infant recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
4fd95252-db1f-4eba-bf5b-30ba8c478769,,,2,"During snack time at a medical facility, an enrolled child choked on bread, stew, and ramune candy and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Bread
4fea3e89-aaff-4928-a6d7-4899fd78c583,,,89,A child (daughter) choked on ramune candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
539497f1-689f-4941-82c0-d4c22f9c46f1,,,2,"At a childcare facility, a child (grandchild) choked on nursery food and bread and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Bread
5c606901-f911-4c36-b890-8b4dac076eb0,,,89,"In a store, a school-age child (elementary school) choked on a syrup candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Sweets/snacks
5eea1810-8a45-4fb2-bfe7-9386ac659994,,,49,A child (son) choked on candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
619ebd26-780d-4141-92a2-976d408b6646,,,2,An infant choked on an infant sweet bread and had difficulty breathing. Emergency services were called with back blows administered; the infant recovered after first aid. The object could not be removed on scene. Emergency services (119) were called and the child was transported.,true,2026-08-06 09:34:51.904111+00,Bread
6d6b06e2-1d8f-45e9-9a64-89d1ff91fbd1,,,52,A child (son) choked on candy-shaped cheese and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
6f452615-7f08-4145-93ca-07def40152e9,,,2,"At a medical facility, an infant choked on bread (infant type) and had difficulty breathing. Emergency services were called with back blows administered; the infant was taken to hospital by ambulance but died. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Bread
7c798e8f-b8ad-4d48-9102-85908cea54a1,,,46,"During a meal in the classroom, a child choked on apple and baby food and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance and was left with severe after-effects. The object could not be removed on scene. Emergency services (119) were called and the child was transported.",true,2026-08-06 09:34:51.904111+00,Apple
80776313-7111-4686-a17e-b08ec1bc73b9,,,52,A child (grandchild) choked on processed cheese and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
8087a5fa-e6d4-4d75-8540-5c731f462c8b,,,12,"During lunch on a school field trip (off-campus), while a teacher was assisting with feeding, a child choked on steamed mashed potato. Back blows and the Heimlich maneuver were performed but could not clear it; after sweeping the mouth, CPR and an AED were used (analysis indicated no shock needed). The child was taken to hospital by ambulance but died several weeks later.",true,2026-08-06 09:34:51.904111+00,Potato
80d1477b-e4f8-49fa-8eda-571fabddb71c,,,2,A child (daughter) suddenly had difficulty breathing after eating a prepared bread. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting.,true,2026-08-06 09:34:51.904111+00,Bread
81063cf0-10c5-4210-a92c-053d0424c34f,,,5,"In a store, a child suddenly had difficulty breathing after eating chicken thigh. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing became irregular immediately after crying. Breathing worsened after vomiting.",true,2026-08-06 09:34:51.904111+00,Chicken
86fa6aee-000a-4903-9e6c-299dde791b8a,,,89,A young child (preschool age) suddenly had difficulty breathing after eating an infant biscuit. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
8746133b-609f-4bd5-8614-fab964fb093e,,,52,A young child (preschool age) choked on round cheese and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
8a51377c-c094-4cf0-91f9-5ef00a547365,,,89,A child choked on a gummy candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded. The object was removed and other treatment given at the receiving hospital.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
8bb2e5ab-add5-4c80-af19-527761e365e2,,,52,"At a medical facility, a child (grandchild) choked on cheese and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
922a6821-e444-4861-9a6f-da23a227b09e,,,50,A girl choked on a stick-shaped konjac jelly at a restaurant and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene and was treated at a medical facility.,true,2026-08-06 09:34:51.904111+00,Jelly
97e7727e-8537-4bac-be83-b4d7e202e45f,,,89,A child (son) suddenly had difficulty breathing after eating ramune candy. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Sweets/snacks
9bf085b5-da2e-4731-8094-30c2c01043c7,,,2,"During a meal at a medical facility, an enrolled child suddenly had difficulty breathing after eating bread. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. Emergency services (119) were called and the child was transported. Breathing became irregular immediately after crying.",true,2026-08-06 09:34:51.904111+00,Bread
a3144264-cf42-494b-9bb1-4b51f79b4625,,,2,"During snack time in the classroom, an enrolled child suddenly had difficulty breathing after eating bread, a hot dog, and a sausage. Emergency services were called with back blows administered; the child was taken to hospital by ambulance and was left with severe after-effects. The object could not be removed on scene and was treated at a medical facility.",true,2026-08-06 09:34:51.904111+00,Bread
a6df61da-1968-418d-b2ca-a13a9daa2519,,,49,A school-age child (elementary school) choked on a candy ball and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
a71e81cf-7692-4d11-b097-e270c41dc963,,,52,"During snack time at a medical facility, an enrolled child choked on baby cheese, cheese, and a gummy candy and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
aedf59d1-1f28-44cd-b99d-1c255553a6c7,,,49,"In a store, a child choked on a throat lozenge and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing became irregular immediately after crying. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Candy
b22f60ea-398e-46c2-b6bf-41fadcb5983d,,,88,A young child (preschool age) suddenly had difficulty breathing after eating cereal with dried fruit. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene and was treated at a medical facility.,true,2026-08-06 09:34:51.904111+00,Corn flakes
b446462e-4a4b-448f-be6b-737d2bb0e8c9,,,49,"At a childcare facility, a child (son) choked on candy and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Candy
b5f0ab7b-6a67-4a4b-80c0-46f9af8fdc65,,,50,"At a medical facility, a boy choked on a drinkable jelly and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Emergency services (119) were called and the child was transported. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Jelly
bb2ad075-a3ae-4b14-b10e-2e86431624f5,,,2,A child (son) suddenly had difficulty breathing after eating sweet bread. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting.,true,2026-08-06 09:34:51.904111+00,Bread
bcc61791-5a1c-4070-9b89-0d0636f452a7,,,49,A child suddenly had difficulty breathing after eating candy. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded. The object was removed and other treatment given at the receiving hospital.,true,2026-08-06 09:34:51.904111+00,Candy
